qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0211,第4回AI王,2023/09/01,開発用データ,211,バックギャモンで使われる、各面に2、4、8、16、32、64の数字が書かれたサイコロを何という？,ダブリングキューブ,,バックギャモンで使われる、各面に2、4、8、16、32、64の数字が書かれたサイコロを何という?,['ダブリングキューブ']
AIO04-0212,第4回AI王,2023/09/01,開発用データ,212,衣にゴマをまぶした揚げ物のことを、青森県と岩手県にまたがるゴマの名産地にちなんで何という？,南部揚げ,,衣にゴマをまぶした揚げ物のことを、青森県と岩手県にまたがるゴマの名産地にちなんで何という?,['南部揚げ']
AIO04-0213,第4回AI王,2023/09/01,開発用データ,213,ビーチサンダルのハワイアナスを製造するアルパルガタス社がある国はどこ？,ブラジル,ブラジル連邦共和国,ビーチサンダルのハワイアナスを製造するアルパルガタス社がある国はどこ?,"['ブラジル', 'ブラジル連邦共和国']"
AIO04-0214,第4回AI王,2023/09/01,開発用データ,214,野球やサッカーで、試合に出場する機会の少ない補欠選手のことを、「座席をあたためる人」という意味で何という？,ベンチウォーマー,,野球やサッカーで、試合に出場する機会の少ない補欠選手のことを、「座席をあたためる人」という意味で何という?,['ベンチウォーマー']
AIO04-0215,第4回AI王,2023/09/01,開発用データ,215,気象庁の天気予報で用いる1日の時間区分で、18時から21時ごろを「夜のはじめごろ」といいますが、21時から24時ごろは何という？,夜遅く,,気象庁の天気予報で用いる1日の時間区分で、18時から21時ごろを「夜のはじめごろ」といいますが、21時から24時ごろは何という?,['夜遅く']
AIO04-0216,第4回AI王,2023/09/01,開発用データ,216,トム・クルーズ演じる主人公がシェーカーを投げるシーンが話題となった、1988年の映画は何？,カクテル,,トム・クルーズ演じる主人公がシェーカーを投げるシーンが話題となった、1988年の映画は何?,['カクテル']
AIO04-0217,第4回AI王,2023/09/01,開発用データ,217,花の形が馬の顔に似ていることから名付けられた、「高山植物の女王」とも呼ばれる花は何？,コマクサ,"こまくさ, 駒草",花の形が馬の顔に似ていることから名付けられた、「高山植物の女王」とも呼ばれる花は何?,"['コマクサ', 'こまくさ', '駒草']"
AIO04-0218,第4回AI王,2023/09/01,開発用データ,218,1872年に日本で初めて戸籍法に基づいて編成された戸籍を、この年の干支から何という？,壬申戸籍,,1872年に日本で初めて戸籍法に基づいて編成された戸籍を、この年の干支から何という?,['壬申戸籍']
AIO04-0219,第4回AI王,2023/09/01,開発用データ,219,北海道にある2つの国立の工業大学は、室蘭工業大学とどこ？,北見工業大学,,北海道にある2つの国立の工業大学は、室蘭工業大学とどこ?,['北見工業大学']
AIO04-0220,第4回AI王,2023/09/01,開発用データ,220,日本料理に用いられるかんきつ類で、カボスは大分県の特産品ですが、スダチは何県の特産品？,徳島県,徳島,日本料理に用いられるかんきつ類で、カボスは大分県の特産品ですが、スダチは何県の特産品?,"['徳島県', '徳島']"
AIO04-0221,第4回AI王,2023/09/01,開発用データ,221,1968年のメキシコシティーオリンピックの陸上男子100mで、世界で初めて10秒の壁を破った選手は誰？,ジム・ハインズ,ハインズ,1968年のメキシコシティーオリンピックの陸上男子100mで、世界で初めて10秒の壁を破った選手は誰?,"['ジム・ハインズ', 'ハインズ']"
AIO04-0222,第4回AI王,2023/09/01,開発用データ,222,食材を湯葉に包んで揚げた料理のことを、五重塔で有名な京都のお寺にちなんで何という？,東寺揚げ,,食材を湯葉に包んで揚げた料理のことを、五重塔で有名な京都のお寺にちなんで何という?,['東寺揚げ']
AIO04-0223,第4回AI王,2023/09/01,開発用データ,223,樽見鉄道、明知鉄道、養老鉄道、長良川鉄道は、いずれもどこの都道府県を走る鉄道？,岐阜県,岐阜,樽見鉄道、明知鉄道、養老鉄道、長良川鉄道は、いずれもどこの都道府県を走る鉄道?,"['岐阜県', '岐阜']"
AIO04-0224,第4回AI王,2023/09/01,開発用データ,224,人間の眼球の形を保つ働きを持つ、眼球内部の大半をしめる無色透明のゼリー状の部分を何という？,ガラス体,硝子体,人間の眼球の形を保つ働きを持つ、眼球内部の大半をしめる無色透明のゼリー状の部分を何という?,"['ガラス体', '硝子体']"
AIO04-0225,第4回AI王,2023/09/01,開発用データ,225,中尊寺金色堂にミイラとして遺体が安置されている、源頼朝に追われた源義経をかくまい育てたことで知られる奥州藤原氏第3代当主は誰？,藤原秀衡,,中尊寺金色堂にミイラとして遺体が安置されている、源頼朝に追われた源義経をかくまい育てたことで知られる奥州藤原氏第3代当主は誰?,['藤原秀衡']
AIO04-0226,第4回AI王,2023/09/01,開発用データ,226,ストロンボリ式噴火の名前の由来となっているストロンボリ火山がある国はどこ？,イタリア,イタリア共和国,ストロンボリ式噴火の名前の由来となっているストロンボリ火山がある国はどこ?,"['イタリア', 'イタリア共和国']"
AIO04-0227,第4回AI王,2023/09/01,開発用データ,227,自動車メーカーのフィアットの創業地として知られる、イタリアでも特に優秀な技術者が集う街などといわれる都市はどこ？,トリノ,,自動車メーカーのフィアットの創業地として知られる、イタリアでも特に優秀な技術者が集う街などといわれる都市はどこ?,['トリノ']
AIO04-0228,第4回AI王,2023/09/01,開発用データ,228,フランスの陸軍次官として第一次世界大戦で活躍した人物で、1936年にフランスとドイツとの国境にひかれた要塞線にその名を残すのは誰？,アンドレ・マジノ,マジノ,フランスの陸軍次官として第一次世界大戦で活躍した人物で、1936年にフランスとドイツとの国境にひかれた要塞線にその名を残すのは誰?,"['アンドレ・マジノ', 'マジノ']"
AIO04-0229,第4回AI王,2023/09/01,開発用データ,229,世界遺産にもなっている、ガリレオ・ガリレイが落体の実験を行ったという逸話でも知られるイタリアの建造物は何？,ピサの斜塔,,世界遺産にもなっている、ガリレオ・ガリレイが落体の実験を行ったという逸話でも知られるイタリアの建造物は何?,['ピサの斜塔']
AIO04-0230,第4回AI王,2023/09/01,開発用データ,230,アイスホッケーで、選手へのペナルティとしてもっとも重い、その試合の残り時間および次回以降の試合が出場停止となる処分を何という？,マッチペナルティ,,アイスホッケーで、選手へのペナルティとしてもっとも重い、その試合の残り時間および次回以降の試合が出場停止となる処分を何という?,['マッチペナルティ']
AIO04-0231,第4回AI王,2023/09/01,開発用データ,231,1本の木の枝が、他の木の枝につき、1つの木のように木目が通じた状態になることを漢字2文字で何という？,連理,,1本の木の枝が、他の木の枝につき、1つの木のように木目が通じた状態になることを漢字2文字で何という?,['連理']
AIO04-0232,第4回AI王,2023/09/01,開発用データ,232,パキスタンとアフガニスタンの国境にある、南アジアと中央ユーラシアを結ぶ交通の要衝となった峠は何？,カイバル峠,,パキスタンとアフガニスタンの国境にある、南アジアと中央ユーラシアを結ぶ交通の要衝となった峠は何?,['カイバル峠']
AIO04-0233,第4回AI王,2023/09/01,開発用データ,233,体操のトランポリンで、2台のトランポリンで2人の選手が向かい合って技を出し合う種目を何という？,シャトル競技,シャトルゲーム,体操のトランポリンで、2台のトランポリンで2人の選手が向かい合って技を出し合う種目を何という?,"['シャトル競技', 'シャトルゲーム']"
